100000 100000
58586 1 100000
58586 100000 1
58588 1 100000
58588 100000 1
58590 1 100000
58590 100000 1
58592 1 100000
58592 100000 1
58594 1 100000
58594 100000 1
58596 1 100000
58596 100000 1
58598 1 100000
58598 100000 1
58600 1 100000
58600 100000 1
58602 1 100000
58602 100000 1
58604 1 100000
58604 100000 1
58606 1 100000
58606 100000 1
58608 1 100000
58608 100000 1
58610 1 100000
58610 100000 1
58612 1 100000
58612 100000 1
58614 1 100000
58614 100000 1
58616 1 100000
58616 100000 1
58618 1 100000
58618 100000 1
58620 1 100000
58620 100000 1
58622 1 100000
58622 100000 1
58624 1 100000
58624 100000 1
58626 1 100000
58626 100000 1
58628 1 100000
58628 100000 1
58630 1 100000
58630 100000 1
58632 1 100000
58632 100000 1
58634 1 100000
58634 100000 1
58636 1 100000
58636 100000 1
58638 1 100000
58638 100000 1
58640 1 100000
58640 100000 1
58642 1 100000
58642 100000 1
58644 1 100000
58644 100000 1
58646 1 100000
58646 100000 1
58648 1 100000
58648 100000 1
58650 1 100000
58650 100000 1
58652 1 100000
58652 100000 1
58654 1 100000
58654 100000 1
58656 1 100000
58656 100000 1
58658 1 100000
58658 100000 1
58660 1 100000
58660 100000 1
58662 1 100000
58662 100000 1
58664 1 100000
58664 100000 1
58666 1 100000
58666 100000 1
58668 1 100000
58668 100000 1
58670 1 100000
58670 100000 1
58672 1 100000
58672 100000 1
58674 1 100000
58674 100000 1
58676 1 100000
58676 100000 1
58678 1 100000
58678 100000 1
58680 1 100000
58680 100000 1
58682 1 100000
58682 100000 1
58684 1 100000
58684 100000 1
58686 1 100000
58686 100000 1
58688 1 100000
58688 100000 1
58690 1 100000
58690 100000 1
58692 1 100000
58692 100000 1
58694 1 100000
58694 100000 1
58696 1 100000
58696 100000 1
58698 1 100000
58698 100000 1
58700 1 100000
58700 100000 1
58702 1 100000
58702 100000 1
58704 1 100000
58704 100000 1
58706 1 100000
58706 100000 1
58708 1 100000
58708 100000 1
58710 1 100000
58710 100000 1
58712 1 100000
58712 100000 1
58714 1 100000
58714 100000 1
58716 1 100000
58716 100000 1
58718 1 100000
58718 100000 1
58720 1 100000
58720 100000 1
58722 1 100000
58722 100000 1
58724 1 100000
58724 100000 1
58726 1 100000
58726 100000 1
58728 1 100000
58728 100000 1
58730 1 100000
58730 100000 1
58732 1 100000
58732 100000 1
58734 1 100000
58734 100000 1
58736 1 100000
58736 100000 1
58738 1 100000
58738 100000 1
58740 1 100000
58740 100000 1
58742 1 100000
58742 100000 1
58744 1 100000
58744 100000 1
58746 1 100000
58746 100000 1
58748 1 100000
58748 100000 1
58750 1 100000
58750 100000 1
58752 1 100000
58752 100000 1
58754 1 100000
58754 100000 1
58756 1 100000
58756 100000 1
58758 1 100000
58758 100000 1
58760 1 100000
58760 100000 1
58762 1 100000
58762 100000 1
58764 1 100000
58764 100000 1
58766 1 100000
58766 100000 1
58768 1 100000
58768 100000 1
58770 1 100000
58770 100000 1
58772 1 100000
58772 100000 1
58774 1 100000
58774 100000 1
58776 1 100000
58776 100000 1
58778 1 100000
58778 100000 1
58780 1 100000
58780 100000 1
58782 1 100000
58782 100000 1
58784 1 100000
58784 100000 1
58786 1 100000
58786 100000 1
58788 1 100000
58788 100000 1
58790 1 100000
58790 100000 1
58792 1 100000
58792 100000 1
58794 1 100000
58794 100000 1
58796 1 100000
58796 100000 1
58798 1 100000
58798 100000 1
58800 1 100000
58800 100000 1
58802 1 100000
58802 100000 1
58804 1 100000
58804 100000 1
58806 1 100000
58806 100000 1
58808 1 100000
58808 100000 1
58810 1 100000
58810 100000 1
58812 1 100000
58812 100000 1
58814 1 100000
58814 100000 1
58816 1 100000
58816 100000 1
58818 1 100000
58818 100000 1
58820 1 100000
58820 100000 1
58822 1 100000
58822 100000 1
58824 1 100000
58824 100000 1
58826 1 100000
58826 100000 1
58828 1 100000
58828 100000 1
58830 1 100000
58830 100000 1
58832 1 100000
58832 100000 1
58834 1 100000
58834 100000 1
58836 1 100000
58836 100000 1
58838 1 100000
58838 100000 1
58840 1 100000
58840 100000 1
58842 1 100000
58842 100000 1
58844 1 100000
58844 100000 1
58846 1 100000
58846 100000 1
58848 1 100000
58848 100000 1
58850 1 100000
58850 100000 1
58852 1 100000
58852 100000 1
58854 1 100000
58854 100000 1
58856 1 100000
58856 100000 1
58858 1 100000
58858 100000 1
58860 1 100000
58860 100000 1
58862 1 100000
58862 100000 1
58864 1 100000
58864 100000 1
58866 1 100000
58866 100000 1
58868 1 100000
58868 100000 1
58870 1 100000
58870 100000 1
58872 1 100000
58872 100000 1
58874 1 100000
58874 100000 1
58876 1 100000
58876 100000 1
58878 1 100000
58878 100000 1
58880 1 100000
58880 100000 1
58882 1 100000
58882 100000 1
58884 1 100000
58884 100000 1
58886 1 100000
58886 100000 1
58888 1 100000
58888 100000 1
58890 1 100000
58890 100000 1
58892 1 100000
58892 100000 1
58894 1 100000
58894 100000 1
58896 1 100000
58896 100000 1
58898 1 100000
58898 100000 1
58900 1 100000
58900 100000 1
58902 1 100000
58902 100000 1
58904 1 100000
58904 100000 1
58906 1 100000
58906 100000 1
58908 1 100000
58908 100000 1
58910 1 100000
58910 100000 1
58912 1 100000
58912 100000 1
58914 1 100000
58914 100000 1
58916 1 100000
58916 100000 1
58918 1 100000
58918 100000 1
58920 1 100000
58920 100000 1
58922 1 100000
58922 100000 1
58924 1 100000
58924 100000 1
58926 1 100000
58926 100000 1
58928 1 100000
58928 100000 1
58930 1 100000
58930 100000 1
58932 1 100000
58932 100000 1
58934 1 100000
58934 100000 1
58936 1 100000
58936 100000 1
58938 1 100000
58938 100000 1
58940 1 100000
58940 100000 1
58942 1 100000
58942 100000 1
58944 1 100000
58944 100000 1
58946 1 100000
58946 100000 1
58948 1 100000
58948 100000 1
58950 1 100000
58950 100000 1
58952 1 100000
58952 100000 1
58954 1 100000
58954 100000 1
58956 1 100000
58956 100000 1
58958 1 100000
58958 100000 1
58960 1 100000
58960 100000 1
58962 1 100000
58962 100000 1
58964 1 100000
58964 100000 1
58966 1 100000
58966 100000 1
58968 1 100000
58968 100000 1
58970 1 100000
58970 100000 1
58972 1 100000
58972 100000 1
58974 1 100000
58974 100000 1
58976 1 100000
58976 100000 1
58978 1 100000
58978 100000 1
58980 1 100000
58980 100000 1
58982 1 100000
58982 100000 1
58984 1 100000
58984 100000 1
58986 1 100000
58986 100000 1
58988 1 100000
58988 100000 1
58990 1 100000
58990 100000 1
58992 1 100000
58992 100000 1
58994 1 100000
58994 100000 1
58996 1 100000
58996 100000 1
58998 1 100000
58998 100000 1
59000 1 100000
59000 100000 1
59002 1 100000
59002 100000 1
59004 1 100000
59004 100000 1
59006 1 100000
59006 100000 1
59008 1 100000
59008 100000 1
59010 1 100000
59010 100000 1
59012 1 100000
59012 100000 1
59014 1 100000
59014 100000 1
59016 1 100000
59016 100000 1
59018 1 100000
59018 100000 1
59020 1 100000
59020 100000 1
59022 1 100000
59022 100000 1
59024 1 100000
59024 100000 1
59026 1 100000
59026 100000 1
59028 1 100000
59028 100000 1
59030 1 100000
59030 100000 1
59032 1 100000
59032 100000 1
59034 1 100000
59034 100000 1
59036 1 100000
59036 100000 1
59038 1 100000
59038 100000 1
59040 1 100000
59040 100000 1
59042 1 100000
59042 100000 1
59044 1 100000
59044 100000 1
59046 1 100000
59046 100000 1
59048 1 100000
59048 100000 1
59050 1 100000
59050 100000 1
59052 1 100000
59052 100000 1
59054 1 100000
59054 100000 1
59056 1 100000
59056 100000 1
59058 1 100000
59058 100000 1
59060 1 100000
59060 100000 1
59062 1 100000
59062 100000 1
59064 1 100000
59064 100000 1
59066 1 100000
59066 100000 1
59068 1 100000
59068 100000 1
59070 1 100000
59070 100000 1
59072 1 100000
59072 100000 1
59074 1 100000
59074 100000 1
59076 1 100000
59076 100000 1
59078 1 100000
59078 100000 1
59080 1 100000
59080 100000 1
59082 1 100000
59082 100000 1
59084 1 100000
59084 100000 1
59086 1 100000
59086 100000 1
59088 1 100000
59088 100000 1
59090 1 100000
59090 100000 1
59092 1 100000
59092 100000 1
59094 1 100000
59094 100000 1
59096 1 100000
59096 100000 1
59098 1 100000
59098 100000 1
59100 1 100000
59100 100000 1
59102 1 100000
59102 100000 1
59104 1 100000
59104 100000 1
59106 1 100000
59106 100000 1
59108 1 100000
59108 100000 1
59110 1 100000
59110 100000 1
59112 1 100000
59112 100000 1
59114 1 100000
59114 100000 1
59116 1 100000
59116 100000 1
59118 1 100000
59118 100000 1
59120 1 100000
59120 100000 1
59122 1 100000
59122 100000 1
59124 1 100000
59124 100000 1
59126 1 100000
59126 100000 1
59128 1 100000
59128 100000 1
59130 1 100000
59130 100000 1
59132 1 100000
59132 100000 1
59134 1 100000
59134 100000 1
59136 1 100000
59136 100000 1
59138 1 100000
59138 100000 1
59140 1 100000
59140 100000 1
59142 1 100000
59142 100000 1
59144 1 100000
59144 100000 1
59146 1 100000
59146 100000 1
59148 1 100000
59148 100000 1
59150 1 100000
59150 100000 1
59152 1 100000
59152 100000 1
59154 1 100000
59154 100000 1
59156 1 100000
59156 100000 1
59158 1 100000
59158 100000 1
59160 1 100000
59160 100000 1
59162 1 100000
59162 100000 1
59164 1 100000
59164 100000 1
59166 1 100000
59166 100000 1
59168 1 100000
59168 100000 1
59170 1 100000
59170 100000 1
59172 1 100000
59172 100000 1
59174 1 100000
59174 100000 1
59176 1 100000
59176 100000 1
59178 1 100000
59178 100000 1
59180 1 100000
59180 100000 1
59182 1 100000
59182 100000 1
59184 1 100000
59184 100000 1
59186 1 100000
59186 100000 1
59188 1 100000
59188 100000 1
59190 1 100000
59190 100000 1
59192 1 100000
59192 100000 1
59194 1 100000
59194 100000 1
59196 1 100000
59196 100000 1
59198 1 100000
59198 100000 1
59200 1 100000
59200 100000 1
59202 1 100000
59202 100000 1
59204 1 100000
59204 100000 1
59206 1 100000
59206 100000 1
59208 1 100000
59208 100000 1
59210 1 100000
59210 100000 1
59212 1 100000
59212 100000 1
59214 1 100000
59214 100000 1
59216 1 100000
59216 100000 1
59218 1 100000
59218 100000 1
59220 1 100000
59220 100000 1
59222 1 100000
59222 100000 1
59224 1 100000
59224 100000 1
59226 1 100000
59226 100000 1
59228 1 100000
59228 100000 1
59230 1 100000
59230 100000 1
59232 1 100000
59232 100000 1
59234 1 100000
59234 100000 1
59236 1 100000
59236 100000 1
59238 1 100000
59238 100000 1
59240 1 100000
59240 100000 1
59242 1 100000
59242 100000 1
59244 1 100000
59244 100000 1
59246 1 100000
59246 100000 1
59248 1 100000
59248 100000 1
59250 1 100000
59250 100000 1
59252 1 100000
59252 100000 1
59254 1 100000
59254 100000 1
59256 1 100000
59256 100000 1
59258 1 100000
59258 100000 1
59260 1 100000
59260 100000 1
59262 1 100000
59262 100000 1
59264 1 100000
59264 100000 1
59266 1 100000
59266 100000 1
59268 1 100000
59268 100000 1
59270 1 100000
59270 100000 1
59272 1 100000
59272 100000 1
59274 1 100000
59274 100000 1
59276 1 100000
59276 100000 1
59278 1 100000
59278 100000 1
59280 1 100000
59280 100000 1
59282 1 100000
59282 100000 1
59284 1 100000
59284 100000 1
59286 1 100000
59286 100000 1
59288 1 100000
59288 100000 1
59290 1 100000
59290 100000 1
59292 1 100000
59292 100000 1
59294 1 100000
59294 100000 1
59296 1 100000
59296 100000 1
59298 1 100000
59298 100000 1
59300 1 100000
59300 100000 1
59302 1 100000
59302 100000 1
59304 1 100000
59304 100000 1
59306 1 100000
59306 100000 1
59308 1 100000
59308 100000 1
59310 1 100000
59310 100000 1
59312 1 100000
59312 100000 1
59314 1 100000
59314 100000 1
59316 1 100000
59316 100000 1
59318 1 100000
59318 100000 1
59320 1 100000
59320 100000 1
59322 1 100000
59322 100000 1
59324 1 100000
59324 100000 1
59326 1 100000
59326 100000 1
59328 1 100000
59328 100000 1
59330 1 100000
59330 100000 1
59332 1 100000
59332 100000 1
59334 1 100000
59334 100000 1
59336 1 100000
59336 100000 1
59338 1 100000
59338 100000 1
59340 1 100000
59340 100000 1
59342 1 100000
59342 100000 1
59344 1 100000
59344 100000 1
59346 1 100000
59346 100000 1
59348 1 100000
59348 100000 1
59350 1 100000
59350 100000 1
59352 1 100000
59352 100000 1
59354 1 100000
59354 100000 1
59356 1 100000
59356 100000 1
59358 1 100000
59358 100000 1
59360 1 100000
59360 100000 1
59362 1 100000
59362 100000 1
59364 1 100000
59364 100000 1
59366 1 100000
59366 100000 1
59368 1 100000
59368 100000 1
59370 1 100000
59370 100000 1
59372 1 100000
59372 100000 1
59374 1 100000
59374 100000 1
59376 1 100000
59376 100000 1
59378 1 100000
59378 100000 1
59380 1 100000
59380 100000 1
59382 1 100000
59382 100000 1
59384 1 100000
59384 100000 1
59386 1 100000
59386 100000 1
59388 1 100000
59388 100000 1
59390 1 100000
59390 100000 1
59392 1 100000
59392 100000 1
59394 1 100000
59394 100000 1
59396 1 100000
59396 100000 1
59398 1 100000
59398 100000 1
59400 1 100000
59400 100000 1
59402 1 100000
59402 100000 1
59404 1 100000
59404 100000 1
59406 1 100000
59406 100000 1
59408 1 100000
59408 100000 1
59410 1 100000
59410 100000 1
59412 1 100000
59412 100000 1
59414 1 100000
59414 100000 1
59416 1 100000
59416 100000 1
59418 1 100000
59418 100000 1
59420 1 100000
59420 100000 1
59422 1 100000
59422 100000 1
59424 1 100000
59424 100000 1
59426 1 100000
59426 100000 1
59428 1 100000
59428 100000 1
59430 1 100000
59430 100000 1
59432 1 100000
59432 100000 1
59434 1 100000
59434 100000 1
59436 1 100000
59436 100000 1
59438 1 100000
59438 100000 1
59440 1 100000
59440 100000 1
59442 1 100000
59442 100000 1
59444 1 100000
59444 100000 1
59446 1 100000
59446 100000 1
59448 1 100000
59448 100000 1
59450 1 100000
59450 100000 1
59452 1 100000
59452 100000 1
59454 1 100000
59454 100000 1
59456 1 100000
59456 100000 1
59458 1 100000
59458 100000 1
59460 1 100000
59460 100000 1
59462 1 100000
59462 100000 1
59464 1 100000
59464 100000 1
59466 1 100000
59466 100000 1
59468 1 100000
59468 100000 1
59470 1 100000
59470 100000 1
59472 1 100000
59472 100000 1
59474 1 100000
59474 100000 1
59476 1 100000
59476 100000 1
59478 1 100000
59478 100000 1
59480 1 100000
59480 100000 1
59482 1 100000
59482 100000 1
59484 1 100000
59484 100000 1
59486 1 100000
59486 100000 1
59488 1 100000
59488 100000 1
59490 1 100000
59490 100000 1
59492 1 100000
59492 100000 1
59494 1 100000
59494 100000 1
59496 1 100000
59496 100000 1
59498 1 100000
59498 100000 1
59500 1 100000
59500 100000 1
59502 1 100000
59502 100000 1
59504 1 100000
59504 100000 1
59506 1 100000
59506 100000 1
59508 1 100000
59508 100000 1
59510 1 100000
59510 100000 1
59512 1 100000
59512 100000 1
59514 1 100000
59514 100000 1
59516 1 100000
59516 100000 1
59518 1 100000
59518 100000 1
59520 1 100000
59520 100000 1
59522 1 100000
59522 100000 1
59524 1 100000
59524 100000 1
59526 1 100000
59526 100000 1
59528 1 100000
59528 100000 1
59530 1 100000
59530 100000 1
59532 1 100000
59532 100000 1
59534 1 100000
59534 100000 1
59536 1 100000
59536 100000 1
59538 1 100000
59538 100000 1
59540 1 100000
59540 100000 1
59542 1 100000
59542 100000 1
59544 1 100000
59544 100000 1
59546 1 100000
59546 100000 1
59548 1 100000
59548 100000 1
59550 1 100000
59550 100000 1
59552 1 100000
59552 100000 1
59554 1 100000
59554 100000 1
59556 1 100000
59556 100000 1
59558 1 100000
59558 100000 1
59560 1 100000
59560 100000 1
59562 1 100000
59562 100000 1
59564 1 100000
59564 100000 1
59566 1 100000
59566 100000 1
59568 1 100000
59568 100000 1
59570 1 100000
59570 100000 1
59572 1 100000
59572 100000 1
59574 1 100000
59574 100000 1
59576 1 100000
59576 100000 1
59578 1 100000
59578 100000 1
59580 1 100000
59580 100000 1
59582 1 100000
59582 100000 1
59584 1 100000
59584 100000 1
59586 1 100000
59586 100000 1
59588 1 100000
59588 100000 1
59590 1 100000
59590 100000 1
59592 1 100000
59592 100000 1
59594 1 100000
59594 100000 1
59596 1 100000
59596 100000 1
59598 1 100000
59598 100000 1
59600 1 100000
59600 100000 1
59602 1 100000
59602 100000 1
59604 1 100000
59604 100000 1
59606 1 100000
59606 100000 1
59608 1 100000
59608 100000 1
59610 1 100000
59610 100000 1
59612 1 100000
59612 100000 1
59614 1 100000
59614 100000 1
59616 1 100000
59616 100000 1
59618 1 100000
59618 100000 1
59620 1 100000
59620 100000 1
59622 1 100000
59622 100000 1
59624 1 100000
59624 100000 1
59626 1 100000
59626 100000 1
59628 1 100000
59628 100000 1
59630 1 100000
59630 100000 1
59632 1 100000
59632 100000 1
59634 1 100000
59634 100000 1
59636 1 100000
59636 100000 1
59638 1 100000
59638 100000 1
59640 1 100000
59640 100000 1
59642 1 100000
59642 100000 1
59644 1 100000
59644 100000 1
59646 1 100000
59646 100000 1
59648 1 100000
59648 100000 1
59650 1 100000
59650 100000 1
59652 1 100000
59652 100000 1
59654 1 100000
59654 100000 1
59656 1 100000
59656 100000 1
59658 1 100000
59658 100000 1
59660 1 100000
59660 100000 1
59662 1 100000
59662 100000 1
59664 1 100000
59664 100000 1
59666 1 100000
59666 100000 1
59668 1 100000
59668 100000 1
59670 1 100000
59670 100000 1
59672 1 100000
59672 100000 1
59674 1 100000
59674 100000 1
59676 1 100000
59676 100000 1
59678 1 100000
59678 100000 1
59680 1 100000
59680 100000 1
59682 1 100000
59682 100000 1
59684 1 100000
59684 100000 1
59686 1 100000
59686 100000 1
59688 1 100000
59688 100000 1
59690 1 100000
59690 100000 1
59692 1 100000
59692 100000 1
59694 1 100000
59694 100000 1
59696 1 100000
59696 100000 1
59698 1 100000
59698 100000 1
59700 1 100000
59700 100000 1
59702 1 100000
59702 100000 1
59704 1 100000
59704 100000 1
59706 1 100000
59706 100000 1
59708 1 100000
59708 100000 1
59710 1 100000
59710 100000 1
59712 1 100000
59712 100000 1
59714 1 100000
59714 100000 1
59716 1 100000
59716 100000 1
59718 1 100000
59718 100000 1
59720 1 100000
59720 100000 1
59722 1 100000
59722 100000 1
59724 1 100000
59724 100000 1
59726 1 100000
59726 100000 1
59728 1 100000
59728 100000 1
59730 1 100000
59730 100000 1
59732 1 100000
59732 100000 1
59734 1 100000
59734 100000 1
59736 1 100000
59736 100000 1
59738 1 100000
59738 100000 1
59740 1 100000
59740 100000 1
59742 1 100000
59742 100000 1
59744 1 100000
59744 100000 1
59746 1 100000
59746 100000 1
59748 1 100000
59748 100000 1
59750 1 100000
59750 100000 1
59752 1 100000
59752 100000 1
59754 1 100000
59754 100000 1
59756 1 100000
59756 100000 1
59758 1 100000
59758 100000 1
59760 1 100000
59760 100000 1
59762 1 100000
59762 100000 1
59764 1 100000
59764 100000 1
59766 1 100000
59766 100000 1
59768 1 100000
59768 100000 1
59770 1 100000
59770 100000 1
59772 1 100000
59772 100000 1
59774 1 100000
59774 100000 1
59776 1 100000
59776 100000 1
59778 1 100000
59778 100000 1
59780 1 100000
59780 100000 1
59782 1 100000
59782 100000 1
59784 1 100000
59784 100000 1
59786 1 100000
59786 100000 1
59788 1 100000
59788 100000 1
59790 1 100000
59790 100000 1
59792 1 100000
59792 100000 1
59794 1 100000
59794 100000 1
59796 1 100000
59796 100000 1
59798 1 100000
59798 100000 1
59800 1 100000
59800 100000 1
59802 1 100000
59802 100000 1
59804 1 100000
59804 100000 1
59806 1 100000
59806 100000 1
59808 1 100000
59808 100000 1
59810 1 100000
59810 100000 1
59812 1 100000
59812 100000 1
59814 1 100000
59814 100000 1
59816 1 100000
59816 100000 1
59818 1 100000
59818 100000 1
59820 1 100000
59820 100000 1
59822 1 100000
59822 100000 1
59824 1 100000
59824 100000 1
59826 1 100000
59826 100000 1
59828 1 100000
59828 100000 1
59830 1 100000
59830 100000 1
59832 1 100000
59832 100000 1
59834 1 100000
59834 100000 1
59836 1 100000
59836 100000 1
59838 1 100000
59838 100000 1
59840 1 100000
59840 100000 1
59842 1 100000
59842 100000 1
59844 1 100000
59844 100000 1
59846 1 100000
59846 100000 1
59848 1 100000
59848 100000 1
59850 1 100000
59850 100000 1
59852 1 100000
59852 100000 1
59854 1 100000
59854 100000 1
59856 1 100000
59856 100000 1
59858 1 100000
59858 100000 1
59860 1 100000
59860 100000 1
59862 1 100000
59862 100000 1
59864 1 100000
59864 100000 1
59866 1 100000
59866 100000 1
59868 1 100000
59868 100000 1
59870 1 100000
59870 100000 1
59872 1 100000
59872 100000 1
59874 1 100000
59874 100000 1
59876 1 100000
59876 100000 1
59878 1 100000
59878 100000 1
59880 1 100000
59880 100000 1
59882 1 100000
59882 100000 1
59884 1 100000
59884 100000 1
59886 1 100000
59886 100000 1
59888 1 100000
59888 100000 1
59890 1 100000
59890 100000 1
59892 1 100000
59892 100000 1
59894 1 100000
59894 100000 1
59896 1 100000
59896 100000 1
59898 1 100000
59898 100000 1
59900 1 100000
59900 100000 1
59902 1 100000
59902 100000 1
59904 1 100000
59904 100000 1
59906 1 100000
59906 100000 1
59908 1 100000
59908 100000 1
59910 1 100000
59910 100000 1
59912 1 100000
59912 100000 1
59914 1 100000
59914 100000 1
59916 1 100000
59916 100000 1
59918 1 100000
59918 100000 1
59920 1 100000
59920 100000 1
59922 1 100000
59922 100000 1
59924 1 100000
59924 100000 1
59926 1 100000
59926 100000 1
59928 1 100000
59928 100000 1
59930 1 100000
59930 100000 1
59932 1 100000
59932 100000 1
59934 1 100000
59934 100000 1
59936 1 100000
59936 100000 1
59938 1 100000
59938 100000 1
59940 1 100000
59940 100000 1
59942 1 100000
59942 100000 1
59944 1 100000
59944 100000 1
59946 1 100000
59946 100000 1
59948 1 100000
59948 100000 1
59950 1 100000
59950 100000 1
59952 1 100000
59952 100000 1
59954 1 100000
59954 100000 1
59956 1 100000
59956 100000 1
59958 1 100000
59958 100000 1
59960 1 100000
59960 100000 1
59962 1 100000
59962 100000 1
59964 1 100000
59964 100000 1
59966 1 100000
59966 100000 1
59968 1 100000
59968 100000 1
59970 1 100000
59970 100000 1
59972 1 100000
59972 100000 1
59974 1 100000
59974 100000 1
59976 1 100000
59976 100000 1
59978 1 100000
59978 100000 1
59980 1 100000
59980 100000 1
59982 1 100000
59982 100000 1
59984 1 100000
59984 100000 1
59986 1 100000
59986 100000 1
59988 1 100000
59988 100000 1
59990 1 100000
59990 100000 1
59992 1 100000
59992 100000 1
59994 1 100000
59994 100000 1
59996 1 100000
59996 100000 1
59998 1 100000
59998 100000 1
60000 1 100000
60000 100000 1
60002 1 100000
60002 100000 1
60004 1 100000
60004 100000 1
60006 1 100000
60006 100000 1
60008 1 100000
60008 100000 1
60010 1 100000
60010 100000 1
60012 1 100000
60012 100000 1
60014 1 100000
60014 100000 1
60016 1 100000
60016 100000 1
60018 1 100000
60018 100000 1
60020 1 100000
60020 100000 1
60022 1 100000
60022 100000 1
60024 1 100000
60024 100000 1
60026 1 100000
60026 100000 1
60028 1 100000
60028 100000 1
60030 1 100000
60030 100000 1
60032 1 100000
60032 100000 1
60034 1 100000
60034 100000 1
60036 1 100000
60036 100000 1
60038 1 100000
60038 100000 1
60040 1 100000
60040 100000 1
60042 1 100000
60042 100000 1
60044 1 100000
60044 100000 1
60046 1 100000
60046 100000 1
60048 1 100000
60048 100000 1
60050 1 100000
60050 100000 1
60052 1 100000
60052 100000 1
60054 1 100000
60054 100000 1
60056 1 100000
60056 100000 1
60058 1 100000
60058 100000 1
60060 1 100000
60060 100000 1
60062 1 100000
60062 100000 1
60064 1 100000
60064 100000 1
60066 1 100000
60066 100000 1
60068 1 100000
60068 100000 1
60070 1 100000
60070 100000 1
60072 1 100000
60072 100000 1
60074 1 100000
60074 100000 1
60076 1 100000
60076 100000 1
60078 1 100000
60078 100000 1
60080 1 100000
60080 100000 1
60082 1 100000
60082 100000 1
60084 1 100000
60084 100000 1
60086 1 100000
60086 100000 1
60088 1 100000
60088 100000 1
60090 1 100000
60090 100000 1
60092 1 100000
60092 100000 1
60094 1 100000
60094 100000 1
60096 1 100000
60096 100000 1
60098 1 100000
60098 100000 1
60100 1 100000
60100 100000 1
60102 1 100000
60102 100000 1
60104 1 100000
60104 100000 1
60106 1 100000
60106 100000 1
60108 1 100000
60108 100000 1
60110 1 100000
60110 100000 1
60112 1 100000
60112 100000 1
60114 1 100000
60114 100000 1
60116 1 100000
60116 100000 1
60118 1 100000
60118 100000 1
60120 1 100000
60120 100000 1
60122 1 100000
60122 100000 1
60124 1 100000
60124 100000 1
60126 1 100000
60126 100000 1
60128 1 100000
60128 100000 1
60130 1 100000
60130 100000 1
60132 1 100000
60132 100000 1
60134 1 100000
60134 100000 1
60136 1 100000
60136 100000 1
60138 1 100000
60138 100000 1
60140 1 100000
60140 100000 1
60142 1 100000
60142 100000 1
60144 1 100000
60144 100000 1
60146 1 100000
60146 100000 1
60148 1 100000
60148 100000 1
60150 1 100000
60150 100000 1
60152 1 100000
60152 100000 1
60154 1 100000
60154 100000 1
60156 1 100000
60156 100000 1
60158 1 100000
60158 100000 1
60160 1 100000
60160 100000 1
60162 1 100000
60162 100000 1
60164 1 100000
60164 100000 1
60166 1 100000
60166 100000 1
60168 1 100000
60168 100000 1
60170 1 100000
60170 100000 1
60172 1 100000
60172 100000 1
60174 1 100000
60174 100000 1
60176 1 100000
60176 100000 1
60178 1 100000
60178 100000 1
60180 1 100000
60180 100000 1
60182 1 100000
60182 100000 1
60184 1 100000
60184 100000 1
60186 1 100000
60186 100000 1
60188 1 100000
60188 100000 1
60190 1 100000
60190 100000 1
60192 1 100000
60192 100000 1
60194 1 100000
60194 100000 1
60196 1 100000
60196 100000 1
60198 1 100000
60198 100000 1
60200 1 100000
60200 100000 1
60202 1 100000
60202 100000 1
60204 1 100000
60204 100000 1
60206 1 100000
60206 100000 1
60208 1 100000
60208 100000 1
60210 1 100000
60210 100000 1
60212 1 100000
60212 100000 1
60214 1 100000
60214 100000 1
60216 1 100000
60216 100000 1
60218 1 100000
60218 100000 1
60220 1 100000
60220 100000 1
60222 1 100000
60222 100000 1
60224 1 100000
60224 100000 1
60226 1 100000
60226 100000 1
60228 1 100000
60228 100000 1
60230 1 100000
60230 100000 1
60232 1 100000
60232 100000 1
60234 1 100000
60234 100000 1
60236 1 100000
60236 100000 1
60238 1 100000
60238 100000 1
60240 1 100000
60240 100000 1
60242 1 100000
60242 100000 1
60244 1 100000
60244 100000 1
60246 1 100000
60246 100000 1
60248 1 100000
60248 100000 1
60250 1 100000
60250 100000 1
60252 1 100000
60252 100000 1
60254 1 100000
60254 100000 1
60256 1 100000
60256 100000 1
60258 1 100000
60258 100000 1
60260 1 100000
60260 100000 1
60262 1 100000
60262 100000 1
60264 1 100000
60264 100000 1
60266 1 100000
60266 100000 1
60268 1 100000
60268 100000 1
60270 1 100000
60270 100000 1
60272 1 100000
60272 100000 1
60274 1 100000
60274 100000 1
60276 1 100000
60276 100000 1
60278 1 100000
60278 100000 1
60280 1 100000
60280 100000 1
60282 1 100000
60282 100000 1
60284 1 100000
60284 100000 1
60286 1 100000
60286 100000 1
60288 1 100000
60288 100000 1
60290 1 100000
60290 100000 1
60292 1 100000
60292 100000 1
60294 1 100000
60294 100000 1
60296 1 100000
60296 100000 1
60298 1 100000
60298 100000 1
60300 1 100000
60300 100000 1
60302 1 100000
60302 100000 1
60304 1 100000
60304 100000 1
60306 1 100000
60306 100000 1
60308 1 100000
60308 100000 1
60310 1 100000
60310 100000 1
60312 1 100000
60312 100000 1
60314 1 100000
60314 100000 1
60316 1 100000
60316 100000 1
60318 1 100000
60318 100000 1
60320 1 100000
60320 100000 1
60322 1 100000
60322 100000 1
60324 1 100000
60324 100000 1
60326 1 100000
60326 100000 1
60328 1 100000
60328 100000 1
60330 1 100000
60330 100000 1
60332 1 100000
60332 100000 1
60334 1 100000
