170422 093623.480|CONFIG|Thread-5|setFileHandlers|Now logging to D:\Neon\ACM~ICPC\pc2Client\bin\logs directory.
170422 110850.118|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Compilation Error-4042703601989068377 id JudgementRecord-9125064087285496175
170422 110850.118|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110850.133|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 399 JUDGED 187 min 11270745ms from TEAM16 @ site 1 id Run-4788300633763405996 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110852.540|INFO|Thread-40|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3611 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110907.946|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI C C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProC.cpp
170422 110907.962|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #13 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110907.962|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #13 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110908.055|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3615 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110908.055|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3615 ) recieveObject
170422 110908.055|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110908.071|INFO|Thread-42|dumpPacket|    To: TEAM16 @ site 1
170422 110908.071|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 400 QUEUED_FOR_COMPUTER_JUDGEMENT 188 min 11289762ms from TEAM16 @ site 1 id Run--2069077023255215165 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110908.071|INFO|Thread-42|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3615 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110908.071|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3615 ) handlePacket
170422 110908.071|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110908.071|INFO|Thread-42|dumpPacket|    To: TEAM16 @ site 1
170422 110908.087|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 400 QUEUED_FOR_COMPUTER_JUDGEMENT 188 min 11289762ms from TEAM16 @ site 1 id Run--2069077023255215165 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110908.727|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3615 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110909.212|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3619 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110909.212|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #3619 ) recieveObject
170422 110909.227|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110909.227|INFO|Thread-43|dumpPacket|    To: TEAM16 @ site 1
170422 110909.227|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord--5408327519298737673
170422 110909.227|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110909.227|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 400 JUDGED 188 min 11289762ms from TEAM16 @ site 1 id Run--2069077023255215165 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110909.227|INFO|Thread-43|info|handlePacket start Packet[RUN_JUDGEMENT] #3619 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110909.227|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #3619 ) handlePacket
170422 110909.227|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110909.227|INFO|Thread-43|dumpPacket|    To: TEAM16 @ site 1
170422 110909.227|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord--5408327519298737673
170422 110909.227|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110909.227|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 400 JUDGED 188 min 11289762ms from TEAM16 @ site 1 id Run--2069077023255215165 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110910.946|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3619 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112913.716|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI A C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProA.cpp
170422 112913.731|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #14 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 112913.731|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #14 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 112913.887|INFO|Thread-45|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4179 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112913.887|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4179 ) recieveObject
170422 112913.903|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 112913.903|INFO|Thread-45|dumpPacket|    To: TEAM16 @ site 1
170422 112913.903|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 462 QUEUED_FOR_COMPUTER_JUDGEMENT 208 min 12495610ms from TEAM16 @ site 1 id Run-5742066282491240852 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 112913.903|INFO|Thread-45|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4179 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112913.903|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4179 ) handlePacket
170422 112913.903|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 112913.903|INFO|Thread-45|dumpPacket|    To: TEAM16 @ site 1
170422 112913.903|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 462 QUEUED_FOR_COMPUTER_JUDGEMENT 208 min 12495610ms from TEAM16 @ site 1 id Run-5742066282491240852 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 112915.669|INFO|Thread-45|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4179 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112917.575|INFO|Thread-46|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #4187 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112917.575|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #4187 ) recieveObject
170422 112917.591|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 112917.591|INFO|Thread-46|dumpPacket|    To: TEAM16 @ site 1
170422 112917.591|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Time Limit Exceeded-1305135909422117712 id JudgementRecord-5806360220141559264
170422 112917.591|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 112917.591|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 462 JUDGED 208 min 12495610ms from TEAM16 @ site 1 id Run-5742066282491240852 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 112917.591|INFO|Thread-46|info|handlePacket start Packet[RUN_JUDGEMENT] #4187 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 112917.591|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #4187 ) handlePacket
170422 112917.591|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 112917.591|INFO|Thread-46|dumpPacket|    To: TEAM16 @ site 1
170422 112917.591|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Time Limit Exceeded-1305135909422117712 id JudgementRecord-5806360220141559264
170422 112917.591|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 112917.591|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 462 JUDGED 208 min 12495610ms from TEAM16 @ site 1 id Run-5742066282491240852 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 112919.872|INFO|Thread-46|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #4187 SERVER0 @ site 1 -> TEAM16 @ site 1
